date,series,value,category,year,change_from_2019_avg,series_clean
2020-01-01,high_propensity,101067,type,2020,-6.132046265,Likely to Hire Employees
2020-02-01,high_propensity,111892,type,2020,3.921884288,Likely to Hire Employees
2020-03-01,high_propensity,95554,type,2020,-11.25235288,Likely to Hire Employees
2020-04-01,high_propensity,76644,type,2020,-28.81538538,Likely to Hire Employees
2020-05-01,high_propensity,93965,type,2020,-12.72816772,Likely to Hire Employees
2020-06-01,high_propensity,122756,type,2020,14.01203685,Likely to Hire Employees
2020-07-01,high_propensity,174685,type,2020,62.24211165,Likely to Hire Employees
2020-08-01,high_propensity,159419,type,2020,48.06351545,Likely to Hire Employees
2020-09-01,high_propensity,143956,type,2020,33.70195165,Likely to Hire Employees
2020-10-01,high_propensity,135889,type,2020,26.20956756,Likely to Hire Employees
2020-11-01,high_propensity,132876,type,2020,23.41118486,Likely to Hire Employees
2020-12-01,high_propensity,111509,type,2020,3.566165544,Likely to Hire Employees
2021-01-01,high_propensity,158155,type,2021,46.88955072,Likely to Hire Employees
2021-02-01,high_propensity,141656,type,2021,31.56578165,Likely to Hire Employees
2021-03-01,high_propensity,150495,type,2021,39.77517585,Likely to Hire Employees
2021-04-01,high_propensity,158390,type,2021,47.10781157,Likely to Hire Employees
2021-05-01,high_propensity,158783,type,2021,47.47281801,Likely to Hire Employees
2021-06-01,high_propensity,147795,type,2021,37.26749802,Likely to Hire Employees
2021-07-01,high_propensity,145756,type,2021,35.37373687,Likely to Hire Employees
2021-08-01,high_propensity,141675,type,2021,31.58342827,Likely to Hire Employees
2021-09-01,high_propensity,140613,type,2021,30.597075,Likely to Hire Employees
2021-10-01,high_propensity,141938,type,2021,31.82769467,Likely to Hire Employees
2021-11-01,high_propensity,144650,type,2021,34.34651773,Likely to Hire Employees
2021-12-01,high_propensity,134122,type,2021,24.56843174,Likely to Hire Employees
2022-01-01,high_propensity,138365,type,2022,28.50920101,Likely to Hire Employees
2022-02-01,high_propensity,134642,type,2022,25.05139192,Likely to Hire Employees
2022-03-01,high_propensity,133306,type,2022,23.81055578,Likely to Hire Employees
2022-04-01,high_propensity,135247,type,2022,25.6132975,Likely to Hire Employees
2022-05-01,high_propensity,137530,type,2022,27.73367842,Likely to Hire Employees
2022-06-01,high_propensity,136273,type,2022,26.56621508,Likely to Hire Employees
2022-07-01,high_propensity,141269,type,2022,31.20634783,Likely to Hire Employees
2022-08-01,high_propensity,139788,type,2022,29.8308401,Likely to Hire Employees
2022-09-01,high_propensity,140754,type,2022,30.7280315,Likely to Hire Employees
2022-10-01,high_propensity,142323,type,2022,32.18527095,Likely to Hire Employees
2020-01-01,not_high_propensity,178206,type,2020,-3.937340361,Not Likely to Hire Employees
2020-02-01,not_high_propensity,188598,type,2020,1.664508953,Not Likely to Hire Employees
2020-03-01,not_high_propensity,165345,type,2020,-10.87011404,Not Likely to Hire Employees
2020-04-01,not_high_propensity,156364,type,2020,-15.71135814,Not Likely to Hire Employees
2020-05-01,not_high_propensity,203128,type,2020,9.496963778,Not Likely to Hire Employees
2020-06-01,not_high_propensity,257847,type,2020,38.99346038,Not Likely to Hire Employees
2020-07-01,not_high_propensity,377529,type,2020,103.5085229,Not Likely to Hire Employees
2020-08-01,not_high_propensity,326983,type,2020,76.2614987,Not Likely to Hire Employees
2020-09-01,not_high_propensity,293329,type,2020,58.12017491,Not Likely to Hire Employees
2020-10-01,not_high_propensity,276561,type,2020,49.0813172,Not Likely to Hire Employees
2020-11-01,not_high_propensity,262793,type,2020,41.65962153,Not Likely to Hire Employees
2020-12-01,not_high_propensity,235863,type,2020,27.14289693,Not Likely to Hire Employees
2021-01-01,not_high_propensity,323840,type,2021,74.56725193,Not Likely to Hire Employees
2021-02-01,not_high_propensity,285785,type,2021,54.05355142,Not Likely to Hire Employees
2021-03-01,not_high_propensity,303189,type,2021,63.43524748,Not Likely to Hire Employees
2021-04-01,not_high_propensity,331618,type,2021,78.76001405,Not Likely to Hire Employees
2021-05-01,not_high_propensity,341702,type,2021,84.19583473,Not Likely to Hire Employees
2021-06-01,not_high_propensity,304108,type,2021,63.93063812,Not Likely to Hire Employees
2021-07-01,not_high_propensity,301562,type,2021,62.5582066,Not Likely to Hire Employees
2021-08-01,not_high_propensity,289083,type,2021,55.83135156,Not Likely to Hire Employees
2021-09-01,not_high_propensity,292424,type,2021,57.63233102,Not Likely to Hire Employees
2021-10-01,not_high_propensity,288799,type,2021,55.67826022,Not Likely to Hire Employees
2021-11-01,not_high_propensity,287224,type,2021,54.82925015,Not Likely to Hire Employees
2021-12-01,not_high_propensity,286266,type,2021,54.3128364,Not Likely to Hire Employees
2022-01-01,not_high_propensity,292364,type,2022,57.59998778,Not Likely to Hire Employees
2022-02-01,not_high_propensity,283527,type,2022,52.83636746,Not Likely to Hire Employees
2022-03-01,not_high_propensity,285236,type,2022,53.75761077,Not Likely to Hire Employees
2022-04-01,not_high_propensity,289664,type,2022,56.14454194,Not Likely to Hire Employees
2022-05-01,not_high_propensity,285057,type,2022,53.6611201,Not Likely to Hire Employees
2022-06-01,not_high_propensity,276608,type,2022,49.10665274,Not Likely to Hire Employees
2022-07-01,not_high_propensity,285972,type,2022,54.15435452,Not Likely to Hire Employees
2022-08-01,not_high_propensity,282794,type,2022,52.44124087,Not Likely to Hire Employees
2022-09-01,not_high_propensity,286821,type,2022,54.61201138,Not Likely to Hire Employees
2022-10-01,not_high_propensity,290511,type,2022,56.60112069,Not Likely to Hire Employees
2020-01-01,us_total,279273,type,2020,-4.743339831,U.S. Total
2020-02-01,us_total,300490,type,2020,2.493523592,U.S. Total
2020-03-01,us_total,260899,type,2020,-11.01049016,U.S. Total
2020-04-01,us_total,233008,type,2020,-20.52377468,U.S. Total
2020-05-01,us_total,297093,type,2020,1.334847764,U.S. Total
2020-06-01,us_total,380603,type,2020,29.819104,U.S. Total
2020-07-01,us_total,552214,type,2020,88.35355132,U.S. Total
2020-08-01,us_total,486402,type,2020,65.90586995,U.S. Total
2020-09-01,us_total,437285,type,2020,49.15265221,U.S. Total
2020-10-01,us_total,412450,type,2020,40.68173252,U.S. Total
2020-11-01,us_total,395669,type,2020,34.95793533,U.S. Total
2020-12-01,us_total,347372,type,2020,18.48440972,U.S. Total
2021-01-01,us_total,481995,type,2021,64.40269528,U.S. Total
2021-02-01,us_total,427441,type,2021,45.79498225,U.S. Total
2021-03-01,us_total,453684,type,2021,54.74615381,U.S. Total
2021-04-01,us_total,490008,type,2021,67.13583317,U.S. Total
2021-05-01,us_total,500485,type,2021,70.70941181,U.S. Total
2021-06-01,us_total,451903,type,2021,54.13867614,U.S. Total
2021-07-01,us_total,447318,type,2021,52.5747878,U.S. Total
2021-08-01,us_total,430758,type,2021,46.92637105,U.S. Total
2021-09-01,us_total,433037,type,2021,47.70371053,U.S. Total
2021-10-01,us_total,430737,type,2021,46.9192082,U.S. Total
2021-11-01,us_total,431874,type,2021,47.30702522,U.S. Total
2021-12-01,us_total,420388,type,2021,43.38928881,U.S. Total
2022-01-01,us_total,430729,type,2022,46.91647949,U.S. Total
2022-02-01,us_total,418169,type,2022,42.63241461,U.S. Total
2022-03-01,us_total,418542,type,2022,42.75964043,U.S. Total
2022-04-01,us_total,424911,type,2022,44.9320297,U.S. Total
2022-05-01,us_total,422587,type,2022,44.13934126,U.S. Total
2022-06-01,us_total,412881,type,2022,40.82874144,U.S. Total
2022-07-01,us_total,427241,type,2022,45.72676466,U.S. Total
2022-08-01,us_total,422582,type,2022,44.13763582,U.S. Total
2022-09-01,us_total,427575,type,2022,45.84068804,U.S. Total
2022-10-01,us_total,432834,type,2022,47.63446967,U.S. Total
2020-01-01,northeast,43982,region,2020,-7.726198302,Northeast
2020-02-01,northeast,48370,region,2020,1.479782368,Northeast
2020-03-01,northeast,39444,region,2020,-17.24687749,Northeast
2020-04-01,northeast,31490,region,2020,-33.93429095,Northeast
2020-05-01,northeast,42130,region,2020,-11.61167601,Northeast
2020-06-01,northeast,54444,region,2020,14.22297439,Northeast
2020-07-01,northeast,75922,region,2020,59.28360631,Northeast
2020-08-01,northeast,72796,region,2020,52.72528917,Northeast
2020-09-01,northeast,68138,region,2020,42.95285117,Northeast
2020-10-01,northeast,64488,region,2020,35.29518721,Northeast
2020-11-01,northeast,61844,region,2020,29.74810132,Northeast
2020-12-01,northeast,52150,region,2020,9.410185043,Northeast
2021-01-01,northeast,73095,region,2021,53.35258822,Northeast
2021-02-01,northeast,64442,region,2021,35.19867966,Northeast
2021-03-01,northeast,66498,region,2021,39.51214736,Northeast
2021-04-01,northeast,70474,region,2021,47.8537561,Northeast
2021-05-01,northeast,69089,region,2021,44.94803978,Northeast
2021-06-01,northeast,65561,region,2021,37.54633062,Northeast
2021-07-01,northeast,66662,region,2021,39.85621774,Northeast
2021-08-01,northeast,66258,region,2021,39.00862973,Northeast
2021-09-01,northeast,64875,region,2021,36.10710939,Northeast
2021-10-01,northeast,66504,region,2021,39.5247353,Northeast
2021-11-01,northeast,65293,region,2021,36.98406926,Northeast
2021-12-01,northeast,64899,region,2021,36.15746115,Northeast
2022-01-01,northeast,66733,region,2022,40.00517504,Northeast
2022-02-01,northeast,63770,region,2022,33.7888303,Northeast
2022-03-01,northeast,63728,region,2022,33.70071472,Northeast
2022-04-01,northeast,62827,region,2022,31.81042561,Northeast
2022-05-01,northeast,63420,region,2022,33.05453376,Northeast
2022-06-01,northeast,61109,region,2022,28.20607858,Northeast
2022-07-01,northeast,63303,region,2022,32.80906891,Northeast
2022-08-01,northeast,62173,region,2022,30.43834007,Northeast
2022-09-01,northeast,63761,region,2022,33.76994839,Northeast
2022-10-01,northeast,62196,region,2022,30.48659384,Northeast
2020-01-01,midwest,45709,region,2020,-6.454462662,Midwest
2020-02-01,midwest,49329,region,2020,0.9540311825,Midwest
2020-03-01,midwest,42689,region,2020,-12.63502935,Midwest
2020-04-01,midwest,40301,region,2020,-17.52217943,Midwest
2020-05-01,midwest,49309,region,2020,0.9131002773,Midwest
2020-06-01,midwest,69701,region,2020,42.64625124,Midwest
2020-07-01,midwest,108230,region,2020,121.4975936,Midwest
2020-08-01,midwest,87033,region,2020,78.11697371,Midwest
2020-09-01,midwest,73897,region,2020,51.23355516,Midwest
2020-10-01,midwest,69003,region,2020,41.21776265,Midwest
2020-11-01,midwest,67380,region,2020,37.89621969,Midwest
2020-12-01,midwest,58339,region,2020,19.39340398,Midwest
2021-01-01,midwest,82448,region,2021,68.73356368,Midwest
2021-02-01,midwest,72760,region,2021,48.90663319,Midwest
2021-03-01,midwest,77145,region,2021,57.88073416,Midwest
2021-04-01,midwest,86798,region,2021,77.63603557,Midwest
2021-05-01,midwest,84293,region,2021,72.50943969,Midwest
2021-06-01,midwest,76069,region,2021,55.67865146,Midwest
2021-07-01,midwest,74021,region,2021,51.48732677,Midwest
2021-08-01,midwest,71143,region,2021,45.59736951,Midwest
2021-09-01,midwest,71182,region,2021,45.67718477,Midwest
2021-10-01,midwest,70299,region,2021,43.87008531,Midwest
2021-11-01,midwest,71165,region,2021,45.6423935,Midwest
2021-12-01,midwest,69055,region,2021,41.324183,Midwest
2022-01-01,midwest,71410,region,2022,46.14379709,Midwest
2022-02-01,midwest,69843,region,2022,42.93686067,Midwest
2022-03-01,midwest,69944,region,2022,43.14356174,Midwest
2022-04-01,midwest,73323,region,2022,50.05883818,Midwest
2022-05-01,midwest,68580,region,2022,40.352074,Midwest
2022-06-01,midwest,67027,region,2022,37.17378921,Midwest
2022-07-01,midwest,70897,region,2022,45.09391937,Midwest
2022-08-01,midwest,68899,region,2022,41.00492194,Midwest
2022-09-01,midwest,70226,region,2022,43.7206875,Midwest
2022-10-01,midwest,71350,region,2022,46.02100438,Midwest
2020-01-01,south,123157,region,2020,-3.365410079,South
2020-02-01,south,129786,region,2020,1.83600516,South
2020-03-01,south,115404,region,2020,-9.448766897,South
2020-04-01,south,106574,region,2020,-16.37718695,South
2020-05-01,south,138976,region,2020,9.04689761,South
2020-06-01,south,178297,region,2020,39.89994462,South
2020-07-01,south,264798,region,2020,107.7725679,South
2020-08-01,south,226290,region,2020,77.55743769,South
2020-09-01,south,202754,region,2020,59.09002042,South
2020-10-01,south,188973,region,2020,48.27682033,South
2020-11-01,south,180965,region,2020,41.9933789,South
2020-12-01,south,164162,region,2020,28.80898001,South
2021-01-01,south,225921,region,2021,77.26790349,South
2021-02-01,south,198768,region,2021,55.96242333,South
2021-03-01,south,211776,region,2021,66.16909242,South
2021-04-01,south,233271,region,2021,83.03504815,South
2021-05-01,south,243455,region,2021,91.02587826,South
2021-06-01,south,216894,region,2021,70.18490826,South
2021-07-01,south,210932,region,2021,65.50685159,South
2021-08-01,south,200252,region,2021,57.1268373,South
2021-09-01,south,201125,region,2021,57.81183285,South
2021-10-01,south,200049,region,2021,56.96755425,South
2021-11-01,south,198402,region,2021,55.67524306,South
2021-12-01,south,193022,region,2021,51.45385009,South
2022-01-01,south,195855,region,2022,53.67675089,South
2022-02-01,south,189484,region,2022,48.6777742,South
2022-03-01,south,192583,region,2022,51.1093907,South
2022-04-01,south,206537,region,2022,62.05833447,South
2022-05-01,south,197269,region,2022,54.78623967,South
2022-06-01,south,191051,region,2022,49.90731375,South
2022-07-01,south,197827,region,2022,55.22407188,South
2022-08-01,south,195625,region,2022,53.49628241,South
2022-09-01,south,195170,region,2022,53.1392687,South
2022-10-01,south,198390,region,2022,55.66582731,South
2020-01-01,west,66425,region,2020,-4.018322133,West
2020-02-01,west,73005,region,2020,5.489535456,West
2020-03-01,west,63362,region,2020,-8.44424429,West
2020-04-01,west,54643,region,2020,-21.04287808,West
2020-05-01,west,66678,region,2020,-3.652746454,West
2020-06-01,west,78161,region,2020,12.93976551,West
2020-07-01,west,103264,region,2020,49.2126757,West
2020-08-01,west,100283,region,2020,44.90524052,West
2020-09-01,west,92496,region,2020,33.6533124,West
2020-10-01,west,89986,region,2020,30.02645487,West
2020-11-01,west,85480,region,2020,23.51545087,West
2020-12-01,west,72721,region,2020,5.079165919,West
2021-01-01,west,100531,region,2021,45.26359138,West
2021-02-01,west,91471,region,2021,32.17222516,West
2021-03-01,west,98265,region,2021,41.98930486,West
2021-04-01,west,99465,region,2021,43.72326066,West
2021-05-01,west,103648,region,2021,49.76754155,West
2021-06-01,west,93379,region,2021,34.92921487,West
2021-07-01,west,95703,region,2021,38.28730925,West
2021-08-01,west,93105,region,2021,34.53329496,West
2021-09-01,west,95855,region,2021,38.50694365,West
2021-10-01,west,93885,region,2021,35.66036623,West
2021-11-01,west,97014,region,2021,40.18165595,West
2021-12-01,west,93412,region,2021,34.97689865,West
2022-01-01,west,96731,region,2022,39.77273138,West
2022-02-01,west,95072,region,2022,37.3755375,West
2022-03-01,west,92287,region,2022,33.3513151,West
2022-04-01,west,82224,region,2022,18.81065082,West
2022-05-01,west,93318,region,2022,34.84107211,West
2022-06-01,west,93694,region,2022,35.38437826,West
2022-07-01,west,95214,region,2022,37.58072226,West
2022-08-01,west,95885,region,2022,38.55029254,West
2022-09-01,west,98418,region,2022,42.21038423,West
2022-10-01,west,100898,region,2022,45.79389286,West
2020-01-01,us_total,279273,region,2020,-4.743339831,U.S. Total
2020-02-01,us_total,300490,region,2020,2.493523592,U.S. Total
2020-03-01,us_total,260899,region,2020,-11.01049016,U.S. Total
2020-04-01,us_total,233008,region,2020,-20.52377468,U.S. Total
2020-05-01,us_total,297093,region,2020,1.334847764,U.S. Total
2020-06-01,us_total,380603,region,2020,29.819104,U.S. Total
2020-07-01,us_total,552214,region,2020,88.35355132,U.S. Total
2020-08-01,us_total,486402,region,2020,65.90586995,U.S. Total
2020-09-01,us_total,437285,region,2020,49.15265221,U.S. Total
2020-10-01,us_total,412450,region,2020,40.68173252,U.S. Total
2020-11-01,us_total,395669,region,2020,34.95793533,U.S. Total
2020-12-01,us_total,347372,region,2020,18.48440972,U.S. Total
2021-01-01,us_total,481995,region,2021,64.40269528,U.S. Total
2021-02-01,us_total,427441,region,2021,45.79498225,U.S. Total
2021-03-01,us_total,453684,region,2021,54.74615381,U.S. Total
2021-04-01,us_total,490008,region,2021,67.13583317,U.S. Total
2021-05-01,us_total,500485,region,2021,70.70941181,U.S. Total
2021-06-01,us_total,451903,region,2021,54.13867614,U.S. Total
2021-07-01,us_total,447318,region,2021,52.5747878,U.S. Total
2021-08-01,us_total,430758,region,2021,46.92637105,U.S. Total
2021-09-01,us_total,433037,region,2021,47.70371053,U.S. Total
2021-10-01,us_total,430737,region,2021,46.9192082,U.S. Total
2021-11-01,us_total,431874,region,2021,47.30702522,U.S. Total
2021-12-01,us_total,420388,region,2021,43.38928881,U.S. Total
2022-01-01,us_total,430729,region,2022,46.91647949,U.S. Total
2022-02-01,us_total,418169,region,2022,42.63241461,U.S. Total
2022-03-01,us_total,418542,region,2022,42.75964043,U.S. Total
2022-04-01,us_total,424911,region,2022,44.9320297,U.S. Total
2022-05-01,us_total,422587,region,2022,44.13934126,U.S. Total
2022-06-01,us_total,412881,region,2022,40.82874144,U.S. Total
2022-07-01,us_total,427241,region,2022,45.72676466,U.S. Total
2022-08-01,us_total,422582,region,2022,44.13763582,U.S. Total
2022-09-01,us_total,427575,region,2022,45.84068804,U.S. Total
2022-10-01,us_total,432834,region,2022,47.63446967,U.S. Total
2020-01-01,agriculture,3300,industry,2020,-12.13472675,Agriculture
2020-02-01,agriculture,3736,industry,2020,-0.5258603475,Agriculture
2020-03-01,agriculture,3573,industry,2020,-4.865872329,Agriculture
2020-04-01,agriculture,3238,industry,2020,-13.78552886,Agriculture
2020-05-01,agriculture,4327,industry,2020,15.21001132,Agriculture
2020-06-01,agriculture,5330,industry,2020,41.91572922,Agriculture
2020-07-01,agriculture,7186,industry,2020,91.33328896,Agriculture
2020-08-01,agriculture,5906,industry,2020,57.25221327,Agriculture
2020-09-01,agriculture,5211,industry,2020,38.74725421,Agriculture
2020-10-01,agriculture,4872,industry,2020,29.72109432,Agriculture
2020-11-01,agriculture,4610,industry,2020,22.74512414,Agriculture
2020-12-01,agriculture,3738,industry,2020,-0.4726086667,Agriculture
2021-01-01,agriculture,5006,industry,2021,33.28895693,Agriculture
2021-02-01,agriculture,4689,industry,2021,24.84856553,Agriculture
2021-03-01,agriculture,4934,industry,2021,31.37189643,Agriculture
2021-04-01,agriculture,4965,industry,2021,32.19729748,Agriculture
2021-05-01,agriculture,4946,industry,2021,31.69140651,Agriculture
2021-06-01,agriculture,4611,industry,2021,22.77174998,Agriculture
2021-07-01,agriculture,4747,industry,2021,26.39286427,Agriculture
2021-08-01,agriculture,4631,industry,2021,23.30426679,Agriculture
2021-09-01,agriculture,4827,industry,2021,28.52293151,Agriculture
2021-10-01,agriculture,4865,industry,2021,29.53471344,Agriculture
2021-11-01,agriculture,4839,industry,2021,28.84244159,Agriculture
2021-12-01,agriculture,4384,industry,2021,16.72768422,Agriculture
2022-01-01,agriculture,4251,industry,2022,13.18644745,Agriculture
2022-02-01,agriculture,4223,industry,2022,12.44092392,Agriculture
2022-03-01,agriculture,4214,industry,2022,12.20129135,Agriculture
2022-04-01,agriculture,4215,industry,2022,12.22791719,Agriculture
2022-05-01,agriculture,4229,industry,2022,12.60067896,Agriculture
2022-06-01,agriculture,4246,industry,2022,13.05331825,Agriculture
2022-07-01,agriculture,4583,industry,2022,22.02622645,Agriculture
2022-08-01,agriculture,4017,industry,2022,6.956000799,Agriculture
2022-09-01,agriculture,3946,industry,2022,5.065566132,Agriculture
2022-10-01,agriculture,3897,industry,2022,3.760899953,Agriculture
2020-01-01,mining,439,industry,2020,-11.78834561,Mining
2020-02-01,mining,495,industry,2020,-0.5358338915,Mining
2020-03-01,mining,379,industry,2020,-23.84460817,Mining
2020-04-01,mining,285,industry,2020,-42.73275285,Mining
2020-05-01,mining,316,industry,2020,-36.50368386,Mining
2020-06-01,mining,391,industry,2020,-21.43335566,Mining
2020-07-01,mining,429,industry,2020,-13.79772271,Mining
2020-08-01,mining,437,industry,2020,-12.19022103,Mining
2020-09-01,mining,430,industry,2020,-13.596785,Mining
2020-10-01,mining,406,industry,2020,-18.41929002,Mining
2020-11-01,mining,411,industry,2020,-17.41460147,Mining
2020-12-01,mining,333,industry,2020,-33.0877428,Mining
2021-01-01,mining,466,industry,2021,-6.363027461,Mining
2021-02-01,mining,377,industry,2021,-24.24648359,Mining
2021-03-01,mining,426,industry,2021,-14.40053583,Mining
2021-04-01,mining,462,industry,2021,-7.166778299,Mining
2021-05-01,mining,517,industry,2021,3.884795713,Mining
2021-06-01,mining,409,industry,2021,-17.81647689,Mining
2021-07-01,mining,420,industry,2021,-15.60616209,Mining
2021-08-01,mining,432,industry,2021,-13.19490958,Mining
2021-09-01,mining,414,industry,2021,-16.81178835,Mining
2021-10-01,mining,451,industry,2021,-9.377093101,Mining
2021-11-01,mining,523,industry,2021,5.090421969,Mining
2021-12-01,mining,435,industry,2021,-12.59209645,Mining
2022-01-01,mining,458,industry,2022,-7.970529136,Mining
2022-02-01,mining,474,industry,2022,-4.755525787,Mining
2022-03-01,mining,462,industry,2022,-7.166778299,Mining
2022-04-01,mining,507,industry,2022,1.87541862,Mining
2022-05-01,mining,535,industry,2022,7.501674481,Mining
2022-06-01,mining,500,industry,2022,0.4688546551,Mining
2022-07-01,mining,519,industry,2022,4.286671132,Mining
2022-08-01,mining,523,industry,2022,5.090421969,Mining
2022-09-01,mining,513,industry,2022,3.081044876,Mining
2022-10-01,mining,556,industry,2022,11.72136638,Mining
2020-01-01,utilities,244,industry,2020,-2.073578595,Utilities
2020-02-01,utilities,295,industry,2020,18.39464883,Utilities
2020-03-01,utilities,297,industry,2020,19.19732441,Utilities
2020-04-01,utilities,224,industry,2020,-10.10033445,Utilities
2020-05-01,utilities,229,industry,2020,-8.093645485,Utilities
2020-06-01,utilities,272,industry,2020,9.163879599,Utilities
2020-07-01,utilities,254,industry,2020,1.939799331,Utilities
2020-08-01,utilities,286,industry,2020,14.7826087,Utilities
2020-09-01,utilities,296,industry,2020,18.79598662,Utilities
2020-10-01,utilities,324,industry,2020,30.03344482,Utilities
2020-11-01,utilities,345,industry,2020,38.46153846,Utilities
2020-12-01,utilities,340,industry,2020,36.4548495,Utilities
2021-01-01,utilities,382,industry,2021,53.31103679,Utilities
2021-02-01,utilities,406,industry,2021,62.94314381,Utilities
2021-03-01,utilities,519,industry,2021,108.2943144,Utilities
2021-04-01,utilities,450,industry,2021,80.60200669,Utilities
2021-05-01,utilities,430,industry,2021,72.57525084,Utilities
2021-06-01,utilities,396,industry,2021,58.92976589,Utilities
2021-07-01,utilities,485,industry,2021,94.64882943,Utilities
2021-08-01,utilities,400,industry,2021,60.53511706,Utilities
2021-09-01,utilities,430,industry,2021,72.57525084,Utilities
